Gene	b0359	s0018	s0107	s0183	b0318	b0383	b0499	s0026	s0060	s0104	s0200	b0370	s0025	s0109	s0190	b0326	b0404	b0502	s0035	s0067	s0138	s0201	b0251	b0387	s0042	s0116	s0204	b0334	b0512	s0037	s0071	s0141	s0205	b0305	b0394	s0080	s0136	s0210	b0339	b0427	b0515	s0040	s0077	s0154	b0327	b0421	s0087	s0146	s0229	b0340	b0428	b0521	s0046	s0084	s0162	b0336	b0551	s0100	s0175	b0165	b0341	b0433	b0566	s0047	s0086	s0168	b0338	s0004	s0101	s0176	b0241	b0374	b0434	s0006	s0050	s0088	s0170	b0344	s0013	s0106	s0181	b0243	b0382	b0494	s0019	s0059	s0103	s0177	b0626	s0001	s1511	b0671	b0627	s1551	b0504	b0672	s0055	s1616	b0679	s0350	b0252	b0542	b0694	b0519	b0565	b0772	b0554	b0664	b0244	b0574	b0556	b0667	s0132	b0354	b0629	s0033	b0668	s0195
NRIP3	1.41679	1.32544	-0.261063	0.447496	-0.00515	1.062967	1.074583	0.215467	1.469173	0.268072	2.045374	-0.494551	-0.309558	0.506167	-0.019145	-0.397214	5.263926	0.061059	-0.504763	0.387337	-0.403361	1.586643	-0.523354	-0.548341	-0.329595	0.53818	1.304279	-0.089664	0.598886	2.802698	0.500384	2.368347	1.450223	0.048868	-0.425386	3.918119	-0.063148	0.123507	-0.375294	0.038707	-0.486435	0.824998	-0.33845	0.00515	-0.009269	3.04941	0.064045	0.600703	1.346119	0.201134	0.480507	0.040084	-0.143291	-0.360644	3.104387	-0.247927	-0.394072	-0.290425	-0.008608	1.949989	0.687887	1.870589	-0.067201	5.111078	-0.188937	-0.727651	0.288612	-0.331507	0.009926	-0.562445	3.017974	1.453277	-0.324031	-0.279748	-0.295747	-0.03841	0.709548	0.321125	1.377534	0.706261	-0.36484	-0.449678	-0.343905	-0.264993	-0.413735	0.454824	1.783673	-0.440841	0.875854	0.923811	-0.07506	5.04698	-0.018249	-0.45016	-0.268605	-0.140971	-0.298918	-0.45137	0.250246	-0.809104	-0.638607	-0.188545	-0.144377	-0.190842	-0.192949	-0.315835	-0.568673	0.975947	-0.247588	-0.252204	-0.142354	0.386316	0.107749	-0.380052	-0.711591	4.481929	5.568029	0.090737
SLC17A9	-0.1431215	1.8913745	0.3001105	0.4600515	-0.1320125	2.1613805	-0.0956255	0.2245405	1.4193715	0.6881855	0.6183205	-0.3607125	0.6375835	1.5841115	1.1222505	-0.4002825	-0.6835715	-0.0874805	-0.4744295	0.6422315	1.5918535	-0.0321225	1.2893095	-0.4223605	0.9712955	-0.5049845	1.7537005	-0.3316685	1.0171455	-0.2583035	1.1639255	-0.3394775	0.0946825	0.1123375	0.1368225	-0.1339595	1.8372095	-0.5937965	1.5435285	0.2327645	0.5427835	-0.0283425	0.1106105	-0.3866865	-0.2908355	0.3384035	0.7980085	-0.2810905	-0.4289725	-0.4420605	0.3782175	-0.5869845	0.5054955	0.4295365	0.1450295	0.5001915	-0.4833555	-0.1344205	-0.3298885	-0.1511595	0.2669075	0.4520345	-0.4994665	-0.4509025	-0.6402725	0.6162505	-0.2476775	0.8298695	-0.0283425	-0.3266965	-0.0471555	-0.5476675	0.1951365	2.9435925	2.7759775	3.1063145	-0.2167305	0.2031785	-0.2466355	0.7373155	-0.1304405	0.2907725	0.0430015	0.0498845	2.6562875	0.4783715	0.2256565	0.8550495	-0.2412825	0.3248485	-0.3876415	-0.7837575	-0.1263455	-0.2750105	0.5727715	-0.0283425	-0.8512435	-0.1879295	-0.5688365	-0.0389195	-0.5985825	-0.3300665	-0.8401405	-0.6362675	-0.3065835	0.0979245	-0.7920815	-1.0017455	-0.9918465	0.5386715	4.6701875	0.0283425	-0.8508585	-0.3242785	0.3235055	-0.6782965	0.0591715	1.0470665
COPZ2	0.875747	-0.941641	0.6215	-0.852275	0.927056	-1.391478	1.185346	1.725871	0.606603	-0.537412	1.074373	0.60975	-0.482588	-0.892314	-0.664806	-1.438348	0.741242	-0.498143	-0.152031	0.619611	0.331432	0.730987	-0.627843	-0.431566	-0.537705	0.463537	-1.440857	0.023611	0.361696	0.404023	-0.179042	0.047807	0.83615	-0.341254	-0.983148	1.63577	-0.82139	-1.520921	-0.779961	-0.827865	-1.35071	-0.248225	1.346429	-0.120893	-1.182455	0.437727	0.028379	1.579314	-0.75575	-1.106443	1.345696	0.92196	1.814428	-1.25972	0.028714	0.762944	-1.073532	0.889543	0.281731	-0.033124	-0.106088	0.592428	1.667634	-0.899642	0.664764	-0.427868	1.044495	-0.507604	-0.809955	-0.065985	0.687205	1.1033	0.054205	-0.909933	-0.906716	-0.702885	0.651244	0.406459	-0.947316	0.910833	-0.003499	-0.976129	-0.097268	-0.828364	0.183728	1.199656	0.168266	0.218581	1.480688	-0.6787	0.7699	-0.092446	2.004397	-0.254812	-1.405292	-0.292329	0.003499	-1.133551	0.716564	0.443423	0.572627	0.387055	-0.197091	-0.30578	0.622741	2.215713	0.958526	0.590651	-0.387614	-1.280637	-0.009605	-1.21699	-0.097302	0.882645	0.522331	-0.794273	0.830896	-0.459834
RAB26	-1.3882635	-1.0184475	-0.0360065	-1.6689325	-0.2898365	-0.2468905	1.2167625	1.0339125	1.3907345	1.4388385	1.2800645	0.6451435	1.2158105	1.3963615	0.3440115	0.4588385	-1.1320865	1.4044765	1.5559365	0.3894265	-1.6154325	-1.1554905	2.4023105	-1.7016035	-0.2007105	0.8765695	0.9788485	-0.8924975	-1.5301025	0.3483345	-1.3982775	0.0825635	1.9393465	-1.2475735	-1.6485885	-0.7733615	-1.4069215	-1.6289575	1.8785405	-0.9702065	-1.1627915	0.8459835	0.2753995	0.4047515	-1.1900995	0.3074545	0.2392015	2.0970425	-0.5587435	0.1991515	1.8526805	-0.3524935	0.1464635	-1.4093865	0.4114805	1.0193315	-0.9074175	0.9919195	-0.9520745	1.5812805	2.5090605	0.1045875	-0.4285615	1.8125775	0.7430915	1.1839485	-0.5659655	-1.8096835	-1.1809855	-0.2453025	-0.1547645	0.3276505	-0.9312715	0.0310765	0.4578995	0.7353325	0.8628205	-1.5230055	-1.2945845	0.8069295	1.5167165	-0.2664515	-1.2877265	-1.5238085	-0.2942315	0.1576595	0.9732775	-0.3201225	-0.7599025	-0.5358795	1.0026675	1.0931235	-1.6434525	3.2262875	-1.1561885	2.5049425	3.4201515	-1.6275495	0.2910405	1.7437435	-1.4497545	-0.1396115	-1.0665225	-0.7872625	-0.2474925	0.2000605	-2.2367555	0.9256765	-1.2451835	-1.3207335	-0.2434175	-1.5594285	-1.1232725	1.7254475	0.0682725	0.9824755	-0.0310765	-1.8255245
C14orf139	0.32385	0.539524	0.734562	1.481476	0.20876	0.2245	0.112223	-0.023177	0.491616	-0.395308	-0.385268	-1.449029	1.739617	-1.121727	0.335201	-0.034446	0.693393	0.574115	0.599213	-0.073377	2.255163	0.162711	-0.843378	-0.998167	0.587241	-0.750839	-0.699794	-0.662201	-1.005733	0.324997	1.678629	-0.092641	-0.114195	0.662734	1.619927	0.885841	0.644933	1.050469	-0.476808	-0.543912	0.066449	-0.740164	0.152251	0.607384	0.52636	-0.789068	-0.042766	-0.234682	-0.922708	-0.02082	-0.175887	0.003468	-0.748996	0.42164	0.753072	-1.386413	0.195705	1.000836	0.066044	-0.050758	-0.301858	-0.229358	-0.420964	0.086028	0.373882	-0.657411	1.631261	1.748929	-1.18555	-0.329256	0.150627	-0.881369	1.76399	-1.465883	-0.953025	0.174931	0.534467	0.279867	-0.031816	-0.298891	-1.191115	0.699716	0.822103	0.171141	-0.48409	-0.072213	0.346081	0.39767	2.664826	-0.003468	0.122057	-1.606663	-0.446593	-0.496156	0.249015	0.181137	-0.13155	-1.491528	1.004495	0.201273	-0.913127	-1.495611	-1.546518	0.398118	-0.272025	1.384103	-0.190105	0.049417	0.083947	2.445645	-0.220831	-0.152076	-0.80073	-0.260523	-0.294921	-0.117439	0.012109	-0.079565
KIF16B	-1.7456725	0.4011715	1.9351615	0.3086215	1.4029935	0.2445915	0.9877815	-0.1965985	0.8961175	0.3728815	-0.0500505	-0.2724955	-0.0933995	0.2782345	-0.7601555	1.3431745	-0.0355935	0.8114185	0.5666865	1.1634475	-0.5902065	-2.3662095	-1.4050195	-1.1703245	-0.1784025	0.7725015	0.5408015	0.4924365	0.6680525	0.3342455	-0.6790365	1.4819765	1.3035385	-0.9303195	-0.3614725	0.6645855	-0.7795565	-1.8933025	-0.3846545	-0.7206865	-1.7951605	2.6495855	-0.2691855	1.2472895	-0.5258635	1.4833785	-1.3447355	1.2444475	-1.1714425	0.2252095	0.6641505	1.2409725	-0.2536545	-0.9843015	0.6656095	-0.0029965	0.3856965	0.6074475	-0.5019095	0.0029965	1.1854155	-0.4039575	0.0858605	1.3355655	0.3584585	-0.1833785	-0.4964725	-0.0642665	-0.6766415	-1.0908265	0.1624735	1.5926975	1.2231435	-0.0993465	0.1464625	1.9244505	1.1793075	-0.7963965	-0.1257475	0.2822495	-0.4962135	-0.4828315	-1.0284555	-1.0541775	-0.5793345	0.6859055	-0.3185305	-0.1960115	-0.0849815	0.8972265	0.8594765	2.2811625	-1.1628105	-1.3031035	-1.5769055	-0.9341305	0.6387605	-2.0372715	-0.2444595	0.3804725	-1.7955955	-1.3771545	1.0718705	0.9393005	1.6484145	-0.1687955	0.5084365	0.3719135	-1.6810685	-0.9440505	1.2266145	-0.3321955	0.1326225	-0.3989745	0.6836615	1.2652125	0.4806605	-1.8958355
CADPS2	-2.3533135	-0.5760145	-0.3418355	0.1903265	0.4995565	-1.3455045	-0.5498955	1.5695015	-0.9767575	0.3693915	1.3982725	1.0362045	-0.1105895	-1.7037945	0.4442455	1.1768675	-0.5181535	-1.7490565	0.8066435	-0.1749745	-1.3425045	-1.8477025	-1.0148915	-0.0676895	-0.3024365	0.1026155	-1.6881565	0.1699205	0.1117875	0.5408445	-0.0391065	3.3293105	0.8407785	-1.5670825	-0.2327035	1.4351545	-1.2459945	0.6021775	1.1395525	1.6337605	-0.0871715	1.7284885	0.3614615	-0.0312215	0.2323415	0.9778435	-2.3556985	1.4375795	-0.4267075	0.1314005	0.8129585	0.4896995	0.2273445	0.5359095	0.3690575	-0.4000435	-0.3619425	-0.4317325	1.1619205	0.8923165	-0.7226185	-1.6947465	-0.0573375	0.9319265	0.5871255	1.0430745	-0.6415675	0.2335525	-0.9636755	1.2131955	0.4325325	1.1898225	-0.1907155	-0.7569035	-1.0449565	1.0972655	-0.6551915	-1.6177355	0.2920155	0.1229705	2.1452455	-0.4582095	-1.1887245	-1.6411755	-0.6647945	0.4603695	-0.1486625	-1.0601305	-1.4736295	-0.1181595	1.6356995	1.9450905	0.5655055	0.8493445	-1.2243695	1.0957375	0.9554245	-1.1695085	0.7214115	0.1569295	-0.1810515	-0.8461605	1.1302525	0.0312215	0.6007525	-0.1273745	-0.5140465	0.3267195	-1.5859565	-0.1273695	-0.8696655	-1.0791575	-0.1211265	0.3103845	-0.4844305	0.0744965	0.2951515	-2.0498695
TMC5	-1.893302	-0.800883	4.11928	-1.824976	-1.117833	0.859132	1.03766	1.085432	-0.943027	-1.693487	2.193281	2.884802	2.245168	2.383127	2.553553	-2.321049	2.061958	1.711597	2.725954	-1.511965	-2.489155	-2.237966	-1.988515	-1.913357	1.391705	0.545242	1.884133	2.302683	0.36693	1.85877	-1.963113	-1.77932	3.575702	-2.650683	-1.050486	2.092844	-2.469012	-2.442724	-1.970506	-2.377125	-2.240093	0.220627	2.128236	2.166421	-2.303181	2.889412	-2.297178	1.978126	-1.869299	-0.369935	0.02799	3.319723	0.971542	-0.358574	-1.307001	0.900696	2.890106	-0.475427	1.54091	-0.107302	1.021334	-0.92013	0.880216	-1.139698	0.835016	4.23051	-1.380856	2.626715	-1.92449	1.281523	-0.649564	2.251423	-0.412872	-1.209428	-1.594169	-2.225603	0.739548	-1.944419	-1.06692	0.011824	-0.011824	-1.008202	-2.307309	-2.219385	0.3863	-0.356182	0.812711	-1.476151	3.204663	-0.779296	0.882809	2.666844	1.216916	0.975946	-2.238243	2.615488	0.396495	-1.312644	2.624363	-0.494203	-1.325972	-0.773207	0.182227	2.119978	-2.108705	2.153123	-1.318724	0.965901	-2.169548	-2.043925	-1.815471	0.150736	-1.307172	0.026094	0.369605	1.59777	0.41537	-2.384711
OGFRL1	2.1022925	1.3520805	-0.0436565	-0.3067465	0.2517785	-0.6807885	-0.5223235	-0.3311475	-0.3124205	-0.6566115	0.0042855	-0.0173635	0.2181155	-0.5740995	-0.0761055	-0.8614145	0.9354405	-0.2867845	0.1840955	-0.1338635	1.4376395	0.9064145	-0.6619315	3.0354185	0.6461205	0.6902455	-0.1376915	0.9051585	-0.0865095	-0.2081445	2.3294725	-1.5671975	0.0563295	0.9486305	1.1662555	-0.2057635	1.1860895	3.1989425	-0.5749415	0.0422475	1.0730255	-0.0923025	0.1974885	0.4678245	2.5283415	1.4357865	1.7191225	0.1504195	1.4199905	-0.0640225	0.0405395	-0.1413325	0.1787425	1.9907395	-0.8872625	-0.0438895	0.1065965	-0.1933795	0.4662095	0.4339265	0.5514225	2.1163735	-0.0419985	-0.4400155	0.2299045	-0.0414685	2.1442755	-0.2605005	1.8422505	0.2141795	0.6981835	0.1142245	-0.2060985	-0.5596645	-0.4337895	-0.7685975	-0.3416135	-0.3237805	3.0187155	-0.9188235	-0.6971245	0.1219465	1.2350565	2.2587325	-1.0871455	-0.7280165	0.1011715	-0.1857365	-0.4251675	-1.0023755	0.4732215	0.0672785	-0.2222595	-0.3328415	0.7548855	-0.1469925	-0.5137905	1.8880875	-0.9321835	-0.9654455	0.6003005	-1.3941405	0.0028285	0.0566275	-0.8397155	-0.0028285	1.6940245	-0.7508565	1.4046975	0.0581665	-1.1593485	1.9874135	-0.4334485	-0.5279565	-1.5542545	-0.2438475	-1.0125375	0.8433785
DUOX1	1.663666	0.438501	1.902622	-0.537797	-0.363705	1.435561	-0.315574	0.502405	0.003103	-0.436184	-0.621633	1.358439	-0.524224	1.106425	-0.51446	-0.259267	0.014779	0.332313	0.255853	-0.316011	-0.402821	0.860888	-0.221531	0.151684	0.234891	0.677712	-0.471336	-0.187421	-0.373117	0.093112	-0.473727	-0.476634	0.326199	1.413901	0.597984	-0.527561	0.183046	1.306301	-0.635483	-0.513174	-0.431381	-0.075583	2.961144	-0.684225	-0.694435	0.077148	1.544517	-0.249172	-0.028207	0.427731	-0.229514	0.791744	0.629239	2.597753	-0.187198	-0.122846	0.354659	-0.206253	0.383407	0.238312	-0.023989	-0.003103	0.096592	-0.039786	2.415958	0.22924	0.845091	1.071442	1.954173	-0.086781	0.640643	-0.110319	-0.407047	-0.174588	-0.402731	3.186829	0.07061	-0.038245	-0.428867	-0.201284	0.025116	1.278753	0.577066	-0.2974	-0.272128	0.934637	2.403254	1.027814	3.89883	-0.065591	-0.473442	2.415101	0.510781	0.190154	-0.195558	0.263188	-0.39527	1.862964	0.594392	-0.687528	0.119991	-0.104926	-0.337984	-0.311247	-0.269191	-0.015295	-0.260826	-0.285332	0.046055	-0.646776	0.34692	0.0046	-0.636337	-0.544913	-0.134654	0.544959	-0.171739	1.135378
FAM38B	-0.460548	2.577643	-0.087833	-0.622051	-0.193919	2.604567	0.143259	0.064744	0.6877	3.969823	4.721855	2.152356	-0.035082	-0.481885	-0.000934	-0.413417	-0.302733	-0.355032	0.032386	1.367481	-0.374292	0.049101	0.30511	-0.642918	-0.931194	0.001109	-0.493606	-0.2136	0.346745	3.135255	0.036387	1.705545	-0.399885	-0.515915	-0.683951	1.246409	-0.748154	-0.066579	-0.305497	0.351949	-0.22844	3.328198	2.227741	-0.335842	-0.814496	-0.463453	-0.694	0.687208	-0.21937	0.247955	-0.090554	0.145033	0.618555	-0.317496	0.344152	-0.659522	-0.234201	1.700007	0.861899	-0.034116	4.592345	-0.335983	-0.454632	1.506511	3.788081	0.18501	0.000934	-0.032091	-0.682523	-0.094541	0.120491	-0.643949	0.673805	0.199587	3.939618	0.123091	-0.556409	-0.010078	-0.805943	0.530961	-0.747708	1.477427	-0.258959	-0.26257	0.409647	0.906453	3.365892	0.023354	-0.301065	1.673917	1.260886	3.392671	-0.257569	0.146434	-1.000937	-0.282648	1.158657	-0.086172	0.817412	0.580995	0.547054	-0.122234	-0.02579	-0.219682	-0.56574	2.948852	-0.506286	0.383572	0.436185	-0.283615	0.289822	-0.747289	-0.749207	0.681026	-0.485379	2.128548	4.052009	-0.402386
MS4A4A	0.4494975	0.9258945	0.9763465	1.8101685	0.2818505	0.5973035	-0.2656135	-1.2189485	-0.6991685	0.3245335	-0.4654845	0.7448695	-1.5150185	0.6087915	0.1181375	0.6999695	-1.2756955	0.8739885	-0.7968045	-0.5790345	-0.3133245	0.0339315	-1.5410495	0.2991425	0.9649795	-0.2517995	-0.7835645	-0.3189335	2.1012455	-1.8686485	1.2710125	-0.4481815	-1.1897155	-0.3296845	0.9587765	-0.8318145	0.2149555	-1.1701485	-0.9164815	2.3670155	-0.9311235	-1.0571085	-1.6065855	0.0459115	1.0999735	-0.7134185	-1.1370855	-1.9101945	0.9908945	1.2036135	-1.3869355	1.5796355	0.4857995	0.6387905	-0.9394885	0.2021475	-2.1159555	-0.9336075	0.4267585	-1.2303175	-0.4355895	-0.6825665	1.1569255	-0.1157855	-1.5369575	-2.4489565	-0.6532065	1.9525435	-0.1974375	0.7277405	0.0311535	1.6596605	0.1242065	-1.8718315	0.1063505	0.7409935	-1.6842665	-0.8076955	0.3046325	0.5504325	-1.7528045	-1.5598155	0.0968435	0.9423905	0.1924195	-1.6105155	0.8469535	-0.9892775	2.7773765	1.1271855	-0.1358815	0.1862905	1.2214685	-1.2345025	0.6097275	2.0562085	-0.3378445	-1.6480765	-1.2078415	-0.0311535	0.0455195	1.3963615	0.0772565	2.4538315	1.1322995	-0.4437445	3.4758685	-1.3674645	-1.3967215	-1.0459215	-2.0025965	1.6111145	-0.9138165	0.7859845	-0.7446065	-0.5111115	0.5209645	1.8071805
FGG	0.0044165	0.0746045	-0.0826465	0.1110925	-0.0393605	-0.0659545	-0.0229205	-0.0926095	0.3574745	0.0071125	0.0387835	-0.1456335	0.1993165	0.1428075	-0.0798475	-0.0140625	-0.2757005	-0.1629685	0.0176285	0.0682505	-0.2883655	-0.0522855	0.1752665	-0.0807065	4.1461405	4.3175855	-0.0908625	0.1021075	-0.2487625	-0.1306855	0.0336245	-0.0044345	0.1639855	-0.1769135	-0.2384145	-0.0310005	-0.2641725	-0.0886185	0.1842695	1.1506765	-0.2200255	-0.0432985	-0.0122745	0.1745635	-0.0085875	-0.1536975	0.3669235	-0.1870315	-0.1529495	0.6254835	0.0755105	-0.2634005	-0.2021175	-0.0780555	-0.0819505	7.0925255	0.8492455	-0.0705455	-0.2518205	0.7046145	-0.1555495	-0.0497985	0.0722925	0.4161375	-0.1301445	-0.0590965	0.3332855	0.4594295	0.1072905	-0.1747835	-0.1293185	-0.1879515	-0.1305385	0.1035355	0.3112245	-0.0470755	-0.0288175	0.4175905	0.0368635	0.1128365	0.2124255	-0.0462915	0.0462955	0.0478215	-0.0694545	-0.0252335	0.0152745	-0.1921335	-0.0225655	-0.0046215	-0.1474205	0.0302175	0.1767135	-0.0138455	0.0167475	7.1012335	0.1684005	0.0180685	0.0631555	0.0306015	0.2675475	0.1572815	0.2183315	1.3804875	6.2830365	0.0079065	-0.0865955	-0.1127575	-0.0044165	-0.0718805	0.2365075	-0.1720055	0.1416245	0.0569985	0.0357365	0.0436465	0.0258435	-0.1675365
ACSS3	1.881739	0.060197	-0.32395	-1.032834	-0.46429	-0.93814	0.648759	0.074409	-0.904491	-0.044853	2.424323	-0.564133	-0.175244	-0.968185	-0.200244	-0.767547	-0.018607	-0.568321	-0.791719	2.55257	-0.399821	-0.932701	0.869838	-0.84631	0.514783	2.199524	0.752461	-0.437303	-0.331878	0.970336	0.709627	-0.447135	0.29196	-0.753533	-0.789016	-0.287943	-0.630538	-0.880739	0.962579	-0.543637	-1.045386	0.877771	-0.023985	-0.624372	-0.803886	-0.104907	-0.329088	-0.676238	-0.291413	0.832417	-0.560053	0.680552	0.116279	-0.518458	0.973943	0.314162	-0.278082	0.80173	1.964191	0.042845	0.018607	-0.941548	-0.62757	0.647576	0.602	-0.262243	0.383835	0.111362	-0.870593	1.842972	-0.360065	-0.576388	-0.385214	-0.141794	0.493897	0.33939	0.986633	0.17707	-0.117692	1.231484	0.184983	0.165817	0.377436	-0.393685	2.910076	1.462178	2.005165	0.133138	0.739357	0.777266	-0.651155	-0.411769	-0.369233	0.239753	-0.815836	-0.313174	0.337759	0.116331	-0.350265	1.104592	0.838253	-0.243999	-1.145358	0.089851	1.2623	0.233878	0.588675	1.767914	1.022409	-0.624783	-0.650274	2.214927	0.243808	-0.788827	1.853121	2.903662	-0.410108	0.185426
FAM118A	2.0593485	2.3230145	-0.1361485	0.1770785	-0.3189205	0.0741975	0.1209895	0.1052675	-0.2563725	1.9803185	0.0959815	-0.0736095	0.1421895	-0.1535455	-0.1373625	-0.4737565	-0.5874635	0.1868745	-0.1619905	-0.5025885	0.0811545	0.1855565	2.3730645	-0.4455965	-0.0889205	0.0362185	0.1571695	-0.1524275	-0.3476415	-0.0735065	0.4502285	-0.2727655	1.5098995	-0.4757355	-0.2311275	0.0277085	0.0655035	1.9508045	-0.5535305	-0.0370245	-0.3175725	1.0849965	-0.3783415	-0.2514125	-0.1600165	-0.1507165	0.1795465	-0.1411145	-0.0736005	-0.3036575	1.6554135	-0.1531125	-0.2018935	-0.0487745	1.6996935	-0.1509905	-0.2798365	0.2376425	-0.0224275	0.0091745	2.2570705	-0.2428985	0.3003015	-0.3816145	0.0366705	-0.1081575	0.0993035	-0.0497515	-0.1184955	0.1790615	-0.3728295	-0.2788695	0.9798415	-0.2456605	1.9224085	-0.0437835	0.1244775	0.0212725	-0.0091745	0.0612995	-0.0501765	2.3822525	-0.3125825	3.4591755	-0.3780915	-0.2185415	-0.0738265	1.9190015	-0.3284045	-0.0601725	1.5881395	-0.2685045	-0.0407565	3.2250095	0.2443125	0.1333875	4.0202255	-0.1393945	2.2346995	1.0522135	0.0101925	0.6543665	0.1191885	-0.3428335	0.2002465	3.7137985	-0.2900615	2.7401905	0.2196035	0.0217815	3.2701265	0.6226335	0.2969595	0.3456565	-0.4689225	-0.3160735	-0.0101285	0.0333735
PDZK1IP1	-2.405093	-2.141633	0.497403	-2.575861	-2.703835	-2.74565	-2.252804	0.602488	-2.281832	-1.60775	1.713002	-0.001668	-2.308174	0.968311	-1.073202	-2.477988	-0.731973	-0.640626	-0.004768	-2.384029	-1.796705	-1.390798	-1.783456	2.524537	0.590184	0.558592	-2.688421	-1.035445	0.000495	-1.538902	1.300319	-2.830395	-2.070479	0.653112	1.687024	-0.703763	1.08255	-1.428281	4.078683	-2.512165	0.075858	0.002805	0.540329	0.583771	-1.404362	0.129974	0.87134	0.285449	-0.360637	-2.156311	-0.349663	-0.076205	0.088486	2.098767	0.07693	1.278518	0.425992	0.084721	3.48655	0.166873	2.162865	1.95666	0.577276	1.741764	0.736479	0.557209	1.480471	1.177823	-2.401302	-0.991948	-0.000495	1.739603	-1.374213	-2.729801	-2.338704	-2.71353	0.636921	1.430793	1.65395	-2.155469	1.370493	-0.180669	1.225806	0.222432	-2.076534	-1.635564	-1.336638	0.380482	-0.349663	-1.922974	0.861935	0.662283	-0.870977	-0.524675	1.266548	3.094766	-2.346072	0.495497	-0.945763	-2.227864	0.645696	-1.886813	0.517334	3.667217	1.756378	-0.133548	0.242394	-0.574735	0.265138	1.047398	-2.558731	0.82065	-2.336672	-1.497004	-2.686946	0.547163	-2.340478	1.125059
MREG	-2.152727	0.675799	0.512022	1.037754	0.336226	1.429862	-0.836233	-0.28731	0.196488	-0.454511	-0.646519	1.190484	0.003478	0.852285	0.341302	1.179932	0.993343	0.267248	-0.27225	-0.109989	-0.457528	-1.740908	-1.327865	-0.712799	-0.307206	0.080036	0.546131	1.210492	0.603119	-0.117554	-0.863617	0.966007	0.327035	-0.580971	-0.9214	1.332117	-0.600793	-0.623907	0.053326	0.779087	-0.747008	1.966156	0.927225	0.69997	-0.15631	0.549079	-1.75451	0.899822	-1.160103	1.014818	-0.167142	0.091122	-0.636617	-0.469887	1.132826	0.461839	-0.176842	1.334097	-0.717067	0.281901	0.221611	-0.386154	-0.140336	1.432936	1.113436	0.93991	-1.783316	-0.132421	-0.389614	-1.288117	0.904067	1.474157	-0.993606	0.697182	0.215103	-0.003478	1.360588	-1.311954	-1.377304	0.487432	-0.118839	-0.662947	0.158462	-0.425304	0.679717	-0.402447	-0.132277	-0.533906	-0.39951	0.92474	0.718533	0.433915	0.822794	-1.053694	-1.359019	-0.034643	-0.648581	-1.64951	0.369929	-0.923874	-0.943882	-0.309437	0.080036	0.429703	0.845171	-0.809652	-0.919183	0.39892	-1.548025	-0.050952	-1.084001	0.051388	0.890277	0.225849	-0.086592	1.372223	2.064044	-1.21759
PTPLA	1.8137385	-0.2827075	-0.4536845	-0.6122765	0.6042955	-0.3403265	-0.4044925	-0.2430555	-0.1192065	-0.2127095	-0.1548465	-0.2348445	-0.1057375	-0.3341545	-0.3758425	1.2474515	-0.1790415	0.0204715	-0.2687235	-0.3531145	0.2890845	0.3036925	0.0497425	0.8980435	-0.2314145	-0.3800845	-0.0320185	-0.6311165	0.5464945	0.5443755	1.3211905	1.9410065	0.1465945	2.3660065	1.4376945	-0.0554195	3.2031985	-0.2625165	-0.3488985	-0.3338215	0.1523295	-0.2950085	0.0487205	0.6947115	0.0060615	-0.2322345	1.2427935	-0.1777565	2.0085805	-0.3551805	-0.1364945	-0.2370545	-0.0150895	0.5224865	-0.1217135	-0.2912655	0.1594715	0.6270705	-0.2444115	0.1201225	-0.0601565	0.9214195	-0.1653915	-0.0090765	0.0334055	0.3469985	1.6197055	0.4910185	1.1457695	-0.3668645	1.4630635	-0.0346985	-0.2135795	-0.3295765	1.0010335	-0.0060615	-0.5523745	2.3619355	0.2929665	0.0790535	0.0704795	0.5042865	3.2098075	0.2030825	-0.3350145	0.2869985	-0.3629305	-0.1464425	-0.0698095	-0.6492815	-0.1334355	0.6347185	-0.3634275	-0.4662555	0.2677305	0.3967635	0.3589855	-0.1608515	0.2244225	-0.3897475	1.0008775	0.1666255	-0.2157855	0.2929575	0.1746075	0.0467005	3.3772605	0.3840125	1.9786065	-0.2188765	-0.4352575	3.5241635	0.9153875	-0.1754585	-0.1133525	-0.1663155	3.3523015	1.0853485
